mean_spectral_centroid,std_spectral_centroid,mean_spectral_bandwidth,std_spectral_bandwidth,mean_spectral_contrast,mean_spectral_flatness,mean_spectral_rolloff,zero_crossing_rate,rms_energy,mean_pitch,min_pitch,max_pitch,std_pitch,spectral_skew,spectral_kurtosis,energy_entropy,log_energy,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,gender,age
2433.750975491571,1634.3577573091536,1606.3005008174352,653.0507857848639,30.3035801681143,0.30698693,3997.6728723404253,0.12638692652925532,0.054159973,1234.2717,152.62076,3970.671,1145.9181,0.6328323107381802,-0.9299935561255284,16.58156,1.6274816,-370.15915,130.76585,42.182312,56.575127,9.629584,36.1681,10.56385,40.847378,-13.836787,29.588089,-6.7487254,30.000778,-15.588782,21.411728,-16.054308,27.96333,-6.2202578,17.937853,-19.928986,19.398424,-9.260255,15.824888,-10.052667,14.384338,6.1465526,14.241048,female,senior
1948.1375559784271,1667.5672056539395,1154.9436998620868,599.7874317658074,32.13995445420798,0.15995248,2981.964760638298,0.1412171708776596,0.10430978,1384.5951,152.9999,3994.256,1207.4824,1.1770214059393171,-0.09473320278838226,23.994057,2.2829046,-321.56845,136.47705,49.493088,80.11324,8.916607,47.57223,19.47932,40.693993,-6.636179,33.6572,-6.2243505,26.943464,-5.7833304,25.851389,-14.063487,22.863064,-4.592431,16.624262,-21.843872,22.329302,-9.185283,13.929663,-9.231829,14.03566,-9.481814,13.473811,female,senior
1483.1275361681835,1403.5410784161936,1122.3626737258096,599.1080058709208,30.501614392389847,0.12543638,2503.8231382978724,0.13063081781914893,0.08312937,1287.0583,153.492,3992.7595,1153.1053,1.738671094382453,1.9041378885649607,24.283346,2.0559375,-332.23618,142.13438,75.03783,85.87015,9.364253,55.26033,19.54066,40.069763,-7.812112,32.234234,-4.4349566,34.816708,-14.635947,26.500404,-25.112133,28.175613,-18.013239,22.738255,-22.46251,17.646685,-6.9105954,18.366388,-10.800178,17.682358,-3.189472,13.929189,female,senior
1850.8117018325072,1626.197909596073,1128.5258146802119,693.3199697930647,31.669986376374368,0.10918561,2796.293218085106,0.16430144614361702,0.10255315,1340.5348,153.53053,3985.6042,1171.5852,1.2054280083946993,0.257490581440722,26.343803,2.2659206,-326.4122,131.75414,51.63656,90.64882,26.730125,47.699757,25.036291,47.413464,-1.0484264,41.77751,-1.0691878,40.561897,-8.89802,26.65286,-19.635122,20.291712,-13.381688,24.802826,-27.952265,24.518496,-17.758741,20.339731,-10.372521,15.571218,2.4790642,16.520363,female,senior
3761.0028524507034,2323.2311548106104,1045.5915174245044,805.325955580633,26.8830232725206,0.3090747,4803.025265957447,0.40933552194148937,0.05788054,1320.4204,155.31624,3989.9436,1137.0616,0.013656312779058166,-1.829399730473893,15.159101,1.6939207,-378.28354,148.87057,38.60363,55.485516,0.20338412,23.562912,10.987731,35.445488,-4.3617787,14.5092,-5.057213,17.916601,-9.900778,13.101885,-12.602144,20.354336,-7.8651595,15.352193,-15.694114,21.622501,-6.765771,14.328066,-9.805013,12.24911,3.9061737,13.039228,female,senior
1598.6291929861727,1465.9027898554896,959.9591546746786,711.3059476929606,30.68918084024652,0.2503783,2467.004654255319,0.13787711934840424,0.06046117,1441.3043,153.05714,3983.491,1245.7411,1.3611939342568167,0.9473439758364095,17.681887,1.7375408,-368.0979,117.59134,53.56676,76.501015,11.902201,45.37963,14.761837,42.49813,-5.84354,35.3501,-8.468985,30.84405,-16.805128,25.764404,-21.275518,30.745472,-10.8636465,19.517809,-13.107213,16.257938,-12.606732,15.493407,-10.602513,15.42073,2.012792,11.249539,female,senior
1969.1075360202803,1779.1474057860983,960.1110891607589,655.204408966383,29.312231396535427,0.18242252,2753.9893617021276,0.18333402593085107,0.050759792,1558.6179,152.50786,3980.9934,1271.221,0.7280778990837867,-0.9828293694694095,14.260663,1.562644,-403.80862,143.2089,37.732117,71.18389,8.983877,47.0774,-2.5834558,30.837673,-19.541618,31.482368,3.7760513,20.863943,-9.221402,18.603764,-13.813631,20.53026,-5.9374104,12.317519,-13.273266,22.007475,-5.0562406,11.874861,-8.394999,14.420987,1.355658,9.921635,female,senior
1450.041609416709,653.8438674409545,1515.145257933896,514.3630562533019,35.002509285054366,0.046406157,2783.992686170213,0.1144552027925532,0.12815009,1132.8424,153.48439,3993.9495,912.4759,0.1610480424091044,-0.493556310281726,30.475737,2.4887419,-288.28995,141.08424,69.925156,48.11484,2.19891,43.286884,28.780495,54.315765,-8.891708,27.542444,-13.525663,32.705997,-14.14862,24.162386,-27.663996,23.89551,-9.515675,24.94137,-31.823019,19.714386,-8.774964,18.048742,-19.090338,17.484575,-0.43823063,14.388375,female,senior
2321.2797513716587,1942.6223390409036,970.8138421269906,753.3464525838134,28.919150782795985,0.4268471,3192.902260638298,0.14835438829787234,0.08520471,1195.5632,152.45775,3984.712,1109.6592,0.5263744444083528,-1.3514672764476292,18.560696,2.0805962,-364.78836,153.8247,52.37819,70.35087,-2.8142214,35.437416,6.9148107,36.1286,-4.1986785,15.660632,5.890081,22.552128,-14.863323,19.676834,-18.840708,28.500708,-1.1238735,16.82634,-11.913312,16.731699,-10.836156,21.913998,-10.250768,13.1984825,-1.8675567,9.846554,female,senior
1577.577433967333,1135.654799508658,1362.0078405974446,681.3518516730138,29.758025657110455,0.25210646,2982.0478723404253,0.12435588430851063,0.059195627,1385.3562,152.69397,3995.845,1235.8416,1.5082395075766397,2.2541754369369764,17.274431,1.7163872,-357.92902,132.66501,39.476322,58.018528,5.254484,40.80306,18.939217,46.540134,-12.466973,23.821617,-7.210474,28.255466,-9.963009,17.62518,-11.6870365,20.040714,-9.459111,24.33324,-16.544004,18.270363,-5.0642157,12.954051,-10.622599,14.153151,0.5082435,12.833119,female,senior
1591.4193955046212,1244.419874695164,1155.4100484911187,528.1511823362256,30.947628127143627,0.15731724,2615.5252659574467,0.13900432180851063,0.08744554,1481.4727,153.13068,3943.4233,1137.9694,1.3386099519050663,1.7725955689846815,24.416887,2.1065557,-338.98862,151.45468,68.10572,80.084114,-1.529891,55.587437,11.617281,47.35232,-21.685638,36.441967,-0.6778044,36.467995,-24.299511,24.69598,-12.446256,26.85144,-17.57342,29.217823,-22.881807,17.415104,-0.87334347,17.65495,-10.872146,15.169738,3.585209,15.527629,female,senior
2133.1736983381325,1868.227666329794,1203.0614422863632,684.7364838893275,31.081453587860697,0.13663456,3337.101063829787,0.20232504986702127,0.11656205,1513.0884,152.8022,3994.7803,1119.6088,1.1659992896756075,0.2824218602791748,28.246359,2.3939633,-306.27673,159.24965,64.07268,87.35949,12.456833,40.656475,22.317217,57.36066,-12.290442,44.590164,-12.742669,33.425076,-11.03907,24.917442,-13.29486,32.00178,-13.358926,23.56132,-28.819883,24.050657,-5.294788,25.203568,-15.487606,17.81348,0.60943025,15.986611,female,senior
2210.778776650114,1479.1217126352615,1358.9522988607168,644.3756293045226,29.55544306085654,0.19512741,3600.2327127659573,0.18286652260638298,0.080352254,1915.9347,153.32762,3990.6118,1341.9275,0.7530492157371379,-0.6145026346743787,21.532505,2.0219598,-318.85568,151.49588,33.358593,81.472595,16.735207,43.39648,4.7669644,42.75497,-19.279686,24.063559,6.642663,31.972878,-11.631793,25.510284,-23.613197,26.874422,-8.662492,17.619947,-20.851467,22.273762,-5.567711,16.55513,-10.060198,17.413738,0.96274304,11.155781,female,senior
2175.956382171175,1838.5925246400548,1225.4255101049991,567.2118134068517,32.37006414928308,0.13755292,3306.10039893617,0.173095703125,0.062417846,1510.4105,152.86101,3994.851,1224.5983,1.5618254287313749,1.506969427208003,16.550362,1.7693908,-375.03973,122.27098,43.8852,61.623665,4.1929574,41.74865,12.210689,41.73422,-7.4931784,24.814316,-9.309128,27.80389,-15.54057,21.134714,-20.378387,22.654697,-16.747952,25.493889,-18.196281,19.166529,-4.607453,15.484661,-14.978434,17.43764,3.584496,14.109596,female,senior
1667.3723057761995,1233.013190242992,1389.3243685584853,595.1500117613289,32.98090663470144,0.15143953,2778.0086436170213,0.13898354388297873,0.057998657,1403.6486,152.60446,3995.3796,1165.1917,1.3449875012809536,1.6277156453751074,18.413395,1.6959593,-363.05505,135.44759,62.242134,61.975327,5.1685205,45.36394,16.107899,36.11554,-13.748344,33.953953,-6.218307,29.740213,-10.163514,21.083746,-24.599503,29.75147,-3.9675758,22.293842,-25.483772,19.964197,-9.13228,14.595057,-14.980791,15.612631,-6.3750076,14.5957155,female,senior
2685.1136316337834,2423.1549102961762,1147.0853070205221,712.7239290526935,28.9551847972426,0.20068409,3715.342420212766,0.23457758477393617,0.10998011,1110.3956,153.68127,3983.9062,914.15015,0.9315779031799742,-0.8441298140502029,26.46217,2.335839,-333.20715,176.40822,60.108814,54.9376,10.516875,48.485806,33.163734,35.81765,-13.376751,24.279333,-13.905281,31.233185,-10.49326,19.139278,-2.4894447,18.55073,-17.82499,15.344619,-18.958908,21.895262,-5.1252894,15.024731,-8.767444,16.061668,1.1941051,14.954995,female,senior
1051.9227814402554,1471.2574555518293,680.4912553405293,855.62228874431,25.00446907066249,0.5059023,1778.2579787234042,0.09528756648936171,0.06495854,1745.8545,162.78809,3994.671,1264.2427,1.388832267229407,0.8627073530542289,16.114466,1.8092887,-393.0492,195.69205,27.847069,68.04398,-0.24285905,47.89338,6.3079276,42.214252,-13.332748,21.715876,-8.985724,20.81844,-13.848776,19.473299,-10.33328,21.709938,-6.946882,16.525457,-3.082504,9.997034,-4.163023,9.690782,-6.748242,12.237436,-4.8508224,12.733862,female,senior
1615.3572371108364,1729.7531506599578,1001.6343987381717,827.6736188278381,29.029429977991306,0.28891543,2570.811170212766,0.1771993434175532,0.09066667,1316.7202,155.1569,3984.2878,1200.1019,1.427029731663444,0.7782287727169002,21.931316,2.1427293,-336.3249,137.73038,40.04655,87.59451,12.356744,49.42569,4.038762,35.48826,-6.436355,35.92636,-2.808409,20.64465,-5.048307,25.188643,-10.330059,21.349937,-3.9188652,15.091928,-16.596327,23.376034,-10.389182,13.750045,-9.095232,14.166882,-8.009043,12.9284315,female,senior
2461.094615726307,1562.2249076293522,1326.3808699190129,545.235306103816,33.953588595378974,0.013450783,3739.1954787234044,0.24576130319148937,0.09226532,1959.4509,154.16331,3991.7197,1206.501,0.7998715537295114,-0.86811709814133,26.866083,2.1602077,-321.3731,114.31262,43.87053,92.03169,8.945827,75.18627,36.56669,65.614426,-27.274858,30.228529,-20.583776,44.01793,-19.79544,31.115696,-8.259683,27.180527,-23.251429,29.29294,-7.0733476,15.727754,-23.699404,28.598495,-12.809453,33.732307,-7.9731135,21.703337,female,senior
1503.1499784672733,733.6576637252214,1211.052525145961,549.3619972044232,34.464524045112555,0.0007037557,2677.526595744681,0.14361182679521275,0.095056556,1531.0311,155.0328,3994.8105,1075.2006,0.9294094874182937,0.5060447559640768,26.79391,2.1900115,-304.98663,123.33269,87.152596,55.111664,-17.785818,65.73767,6.939871,66.86603,-35.338493,37.14499,-20.481165,32.848686,-31.415367,26.678043,-18.660818,21.725256,-10.467656,29.762,-4.5943184,16.539164,-8.888651,23.82235,-22.126186,19.740234,-6.106095,16.436232,female,senior
1818.7355191450215,1622.9744297705572,1262.4034091290923,687.4293770741907,31.654455725695374,0.12051599,2977.97539893617,0.16287815824468085,0.07376559,1041.833,155.3222,3925.6873,872.53516,1.7173224423442068,2.340201531307752,18.454489,1.9364319,-389.28778,141.40015,43.379467,47.708576,10.52954,24.42798,19.929306,53.845455,-9.376896,26.014751,-1.1793382,31.72448,-10.421621,15.151635,-20.393597,22.28951,-9.074411,15.855305,-14.968785,16.07175,-8.774784,14.142222,-9.530133,15.321829,0.40375096,15.267067,female,senior
1089.9868520967855,1106.9636820161643,908.0763635482725,728.656821866773,29.99721445433012,0.016928852,1992.7692819148936,0.0889191323138298,0.07541002,767.5438,152.94264,3979.9194,720.0243,1.9061981203826046,3.6699889867746007,19.519005,1.9584796,-345.24417,134.39043,60.662212,61.004414,1.5469896,39.528,10.326218,36.714027,-3.974781,24.667068,1.5574493,33.764343,-16.000193,22.276264,-22.360912,24.168848,-12.549285,20.791687,-16.964409,20.009754,-1.8283252,11.171934,-9.143307,12.036495,-3.576721,14.715236,female,senior
2014.0991795462257,985.9213186238397,1505.2460177048335,714.0206530451654,32.15894633868254,0.11091324,3513.630319148936,0.14762196642287234,0.061432336,1567.0743,152.53325,3996.04,1140.6276,0.898745230592861,1.1343903017429602,16.397364,1.7534758,-369.7146,133.96584,47.081375,47.84062,15.537221,27.424877,14.491182,33.75707,-9.427386,31.869146,-1.1305417,27.857828,-6.063974,24.17399,-17.709684,29.090866,-12.067161,17.547121,-23.533396,22.7256,-9.782918,11.544074,-13.888744,17.417946,-2.4303284,10.887284,female,senior
1269.1000796247677,1306.7705075211802,978.3019216190544,727.5511394647237,26.30744098777889,0.41084817,2082.6961436170213,0.0911112034574468,0.044990763,1371.1667,154.4202,3993.681,1282.9951,1.6060011817178343,1.7088118704610364,14.0,1.4419967,-431.1318,166.06366,49.49444,75.48787,1.5707891,35.116993,8.341634,24.43331,-3.920564,34.825577,-4.386512,24.15623,-1.946911,22.840124,-13.119504,18.738876,-6.404001,16.407885,-15.85437,19.374832,-4.639903,12.031873,-9.468466,12.669658,-4.5808287,11.729997,female,senior
1653.7614178743934,1448.4537097849766,1520.9886076331204,682.6931218450692,31.2756474435632,0.22233449,3069.564494680851,0.10422207446808511,0.08862008,1072.8293,153.22055,3995.5745,1154.9563,1.9911288039563726,3.9442782526055593,21.267048,2.119898,-362.604,138.41519,44.155407,53.87339,16.396254,45.12935,32.12193,53.695786,-3.7153761,22.51567,-6.211051,22.06886,-2.153417,18.656761,-20.089626,22.923786,-16.069242,23.766838,-25.474905,24.274323,-13.563172,15.820201,-11.255181,21.482702,-8.1112995,14.077146,female,senior
1523.9637510589307,1299.7406327776814,866.2189020964031,566.3309532921007,31.687905118493997,0.1101013,2384.6409574468084,0.1389627659574468,0.09651966,1537.5151,157.19974,3995.8179,1130.6229,1.5021284102888093,1.5296833813917754,22.458872,2.205286,-357.97366,128.2487,50.33363,73.454636,6.8940425,40.2627,26.253382,47.52962,3.3283298,19.275208,-5.397927,34.60139,-16.194567,25.22653,-22.123854,29.29249,-24.99538,32.450134,-15.399695,20.830048,-6.863502,15.55314,-5.7959757,14.274215,-2.906064,12.409311,female,senior
1492.3532363476738,1212.7359883547676,1133.0252693286557,558.4306053225589,32.587717400432034,0.023049314,2627.410239361702,0.1299555352393617,0.0800552,1040.9335,155.07697,3993.269,851.9556,2.075730842965944,4.177175779632064,24.60043,2.018256,-328.49045,127.82592,74.59424,60.547974,-6.6764474,56.723835,24.158037,59.007183,-29.436981,35.48337,-14.483812,20.357489,-28.801207,26.87614,-24.914822,23.919262,-20.791834,24.490606,-0.6585043,15.608337,-11.747769,17.36134,-20.12353,15.988887,-7.213795,14.219056,female,senior
2163.565591355543,1685.9589530122742,1432.7994844521838,543.5433799388894,33.263307588376954,0.045719635,3489.029255319149,0.2054936835106383,0.048211537,1239.395,154.76016,3989.7893,1078.1028,1.3697832234384206,0.9285747689153601,17.291054,1.511138,-337.7297,105.732414,60.109795,71.46427,13.658243,61.032402,4.4174914,41.111168,-11.534229,27.256687,1.0811545,40.402847,-12.820833,21.255941,-21.61338,23.476006,-18.801771,31.253944,-19.472742,17.810076,0.3446865,13.263495,-12.396823,19.385904,-0.21563579,14.766547,female,senior
1545.5863844335752,1341.4414984804587,1262.0852563147764,634.2420751599342,31.498940456566213,0.15443203,2622.257313829787,0.11446039727393617,0.08752552,1431.6328,155.26471,3995.8206,1303.9825,1.5039347300739352,1.1854378768797869,23.72591,2.1074698,-350.6667,150.3635,59.74486,81.671455,15.537879,44.2923,10.538955,39.783333,-13.410457,39.870705,-0.55658436,31.848204,-4.6290083,21.942768,-22.52518,26.578144,-11.903676,19.250748,-25.822824,21.125023,-14.481499,15.429432,-9.35885,11.574263,-0.2330261,13.088689,female,senior
2304.1220185417596,1713.8915283308224,1501.294902375457,584.898147178533,30.053387910863265,0.08839627,3749.750664893617,0.2160177027925532,0.101720326,1769.6674,154.87343,3992.9014,1385.3456,0.778930289446964,-0.7772180553007026,27.683573,2.2577667,-295.66022,134.44841,55.780045,82.658516,17.24076,58.463966,9.637681,46.102757,-14.229008,35.907375,-0.21458435,41.439533,-14.4706745,16.490364,-27.727839,24.64128,-14.238862,22.19157,-23.522554,20.622953,-6.759597,18.016685,-19.481243,18.73837,0.90908164,17.013811,female,senior
1957.365579190688,1708.256587462261,1017.193143945001,638.1290554400591,30.62430176803519,0.1558704,2843.0851063829787,0.17463846409574468,0.08190138,1417.6587,154.38622,3976.7114,1163.413,0.7611500772595048,-0.9076253057810058,19.214527,2.0410552,-371.51413,161.33739,44.039654,73.73742,6.5342717,50.348404,-1.3632839,32.205044,-20.79687,32.825253,7.3681493,21.146801,-10.294915,21.339624,-16.722858,23.965778,-4.3316727,13.337205,-15.578543,24.385141,-5.5186934,14.99251,-8.586355,13.052056,1.9020368,11.3749485,female,senior
2519.208121390566,1987.4858130925359,1086.5151688835892,597.1595305322504,28.419932949453358,0.24023752,3484.541223404255,0.20701566655585107,0.064810626,1963.9747,152.5588,3989.8748,1259.5682,0.7115813561427413,-0.6463029579463235,19.050371,1.8070091,-389.62317,166.09242,36.693504,96.20223,-0.88846004,64.38961,18.733921,50.520237,-27.018318,38.401714,0.31837577,30.72274,-14.295804,26.949707,-6.4577947,16.131086,-16.579172,24.725485,4.1375046,23.313934,-14.6924715,24.346909,0.28962174,19.812304,-13.379294,13.307023,female,senior
1814.139099128422,2402.1262478243675,691.1224264977619,710.4949457754916,26.297096348499426,0.52538943,2352.559840425532,0.11905231881648937,0.051578537,1991.8771,153.58255,3995.56,1402.3123,1.3163934862337079,0.22329785441385708,11.24085,1.5786451,-434.13297,130.35986,19.2626,68.179344,1.0955291,26.048744,11.090278,27.690361,1.3447616,26.870136,-0.041965403,21.472107,3.1601596,8.812372,-8.162457,15.876631,-2.232107,7.603643,-7.7399054,18.397089,-7.052152,13.385631,-2.8804991,9.30096,-4.6408043,8.906301,female,senior
2555.767361529949,1967.943278908349,1357.1445184636314,744.5677099978303,29.82700956182002,0.24806663,3859.375,0.2244379571143617,0.07059713,1730.4668,154.11685,3994.3926,1381.9631,0.6095406896354122,-0.8466110210534619,20.037077,1.892529,-362.78876,156.67517,21.025116,88.18053,19.758884,55.847664,12.4452095,35.115532,-11.167948,28.725178,9.185113,32.68028,-13.758369,22.184269,-18.334177,28.358362,-4.2846885,21.703259,-18.67213,20.425325,-6.425413,18.62901,-10.237821,18.146973,3.9531822,14.991236,female,senior
2815.372835508662,2253.0017437076476,1021.8586096967779,661.1390891335461,26.412998880085237,0.46208918,3803.27460106383,0.18915703956117022,0.06948154,1529.8704,152.42583,3955.9434,1043.1031,0.8028496842809789,-0.796965225667829,15.186423,1.8766006,-406.04437,190.30763,26.320648,58.455643,-6.348274,67.5094,12.28117,29.930326,-17.21997,32.75208,-4.3163643,20.161612,-12.243883,26.081366,1.2025119,16.989473,-7.9527445,21.557499,-7.522154,14.545127,-4.158646,11.076709,-5.3864856,13.654208,-3.703549,14.333252,female,senior
1996.0728572444725,1631.09854595565,1236.2175721256074,615.8566465845004,33.11488672143949,0.050061967,3270.029920212766,0.1741761552526596,0.08047756,1812.7637,152.58669,3994.5608,1383.726,0.929860101656349,-0.5785222244086055,22.53694,2.0235178,-327.3676,95.73637,51.87698,92.15072,21.720356,47.648964,19.29796,50.57809,-8.520487,38.862377,-1.1151478,32.09714,-18.161034,26.283756,-22.585154,24.043999,-8.034144,21.174763,-24.81293,21.106274,-16.275902,14.321759,-14.431766,13.441396,-6.69235,16.741253,female,senior
2892.2470139073093,1987.3910142773316,1207.870419711179,629.655567364296,30.191172480955057,0.1941718,4115.275930851064,0.19432554853723405,0.05706766,1675.7797,152.58923,3992.4,1342.1285,0.4510859222509808,-1.5197166953210597,15.2523155,1.679777,-394.1274,142.2818,53.18904,68.05339,2.8794563,32.609688,16.854738,27.208523,-4.3492537,19.30653,3.7394726,34.736225,-12.059451,25.456144,-22.001593,24.632814,-14.132787,19.53032,-15.7087,19.2866,-0.47307634,13.202671,-14.573198,18.499287,0.46448573,13.752264,female,senior
2387.6792593596624,1695.9309381075832,1389.2844979087774,600.4725644298152,29.91007016226023,0.25251812,3751.41289893617,0.18581179355053193,0.0658705,1343.2562,154.73239,3993.43,981.26636,1.0456666625117674,0.12740935522182673,17.910421,1.8232303,-353.62616,152.87813,44.02984,66.1444,2.150061,51.45213,0.21761183,44.963417,-17.698608,29.248537,-6.3710756,31.831614,-15.089572,21.146048,-9.371135,22.83515,-18.59907,23.54646,-16.71351,17.47964,-1.624716,13.855929,-13.773861,16.918278,3.856855,14.523273,female,senior
